loss,accuracy,val_loss,val_accuracy,lr
1.6565333604812622,0.20404624938964844,1.597015619277954,0.21577726304531097,1e-04
1.5919439792633057,0.2609826624393463,1.5109319686889648,0.3921113610267639,1e-04
1.5354887247085571,0.31531792879104614,1.5355970859527588,0.33178654313087463,1e-04
1.4840927124023438,0.37716764211654663,1.4108514785766602,0.48723897337913513,1e-04
1.3862955570220947,0.45578035712242126,1.2850663661956787,0.5545243620872498,1e-04
1.3027434349060059,0.5049132704734802,1.174277424812317,0.6055684685707092,1e-04
1.2160491943359375,0.5546242594718933,1.0725529193878174,0.6403712034225464,1e-04
1.128643274307251,0.5835260152816772,0.9929508566856384,0.6844547390937805,1e-04
1.0439164638519287,0.6216763257980347,0.867372453212738,0.73549884557724,1e-04
0.9834567308425903,0.6413294672966003,0.7854112982749939,0.7262181043624878,1e-04
0.9229309558868408,0.6601155996322632,0.7264658212661743,0.7424594163894653,1e-04
0.8683198690414429,0.6806358098983765,0.6786944270133972,0.7610208988189697,1e-04
0.824496328830719,0.6985549330711365,0.6353589296340942,0.781902551651001,1e-04
0.7810201644897461,0.7153179049491882,0.5674750208854675,0.8167053461074829,1e-04
0.754580020904541,0.7161849737167358,0.5689387917518616,0.8027842044830322,1e-04
0.7394903898239136,0.7271676063537598,0.544874370098114,0.8074246048927307,1e-04
0.7231637835502625,0.7372832298278809,0.49794802069664,0.8352668285369873,1e-04
0.6907619833946228,0.7479768991470337,0.46083709597587585,0.8375869989395142,1e-04
0.6610528826713562,0.7601156234741211,0.4514318108558655,0.8584686517715454,1e-04
0.6546053886413574,0.7667630314826965,0.4314693510532379,0.860788881778717,1e-04
0.6224654316902161,0.7734103798866272,0.48562026023864746,0.8213456869125366,1e-04
0.6067259907722473,0.7817919254302979,0.41989585757255554,0.828306257724762,1e-04
0.5934309363365173,0.7890173196792603,0.42088067531585693,0.8468677401542664,1e-04
0.5971168875694275,0.7858381271362305,0.39569076895713806,0.8654292225837708,1e-04
0.5896337628364563,0.781502902507782,0.3874713182449341,0.8654292225837708,1e-04
0.5660752058029175,0.7930635809898376,0.38663575053215027,0.860788881778717,1e-04
0.5395289063453674,0.8028901815414429,0.3810039162635803,0.8654292225837708,1e-04
0.5475590229034424,0.7988439202308655,0.38436150550842285,0.8654292225837708,1e-04
0.5297269225120544,0.8034682273864746,0.36074399948120117,0.8654292225837708,1e-04
0.5139046311378479,0.8176300525665283,0.36092209815979004,0.8723897933959961,1e-04
0.5182816982269287,0.8089595437049866,0.36048364639282227,0.8723897933959961,1e-04
0.48894646763801575,0.8199421763420105,0.3483939468860626,0.886310875415802,1e-04
0.48512405157089233,0.8306358456611633,0.33370542526245117,0.8909512758255005,1e-04
0.4675053060054779,0.8375722765922546,0.35378676652908325,0.886310875415802,1e-04
0.47124090790748596,0.8239884376525879,0.37492233514785767,0.8654292225837708,1e-04
0.47043728828430176,0.8364161849021912,0.32656073570251465,0.886310875415802,1e-04
0.45255187153816223,0.839595377445221,0.32000532746315,0.8886311054229736,1e-04
0.478170782327652,0.8208092451095581,0.31473469734191895,0.8909512758255005,1e-04
0.4420565664768219,0.8456647396087646,0.3283451497554779,0.9002320170402527,1e-04
0.4522942304611206,0.8404624462127686,0.32897573709487915,0.9025521874427795,1e-04
0.43627968430519104,0.8424855470657349,0.32163000106811523,0.8932714462280273,1e-04
0.42759767174720764,0.8378612995147705,0.30445006489753723,0.9025521874427795,1e-04
0.4244382679462433,0.8479768633842468,0.3047102689743042,0.8979118466377258,1e-04
0.42406147718429565,0.8456647396087646,0.40849536657333374,0.860788881778717,1e-04
0.4113917946815491,0.849711000919342,0.3357033133506775,0.8770301342010498,1e-04
0.40284907817840576,0.8543352484703064,0.29881247878074646,0.9002320170402527,1e-04
0.3921276330947876,0.8604046106338501,0.31107813119888306,0.8886311054229736,1e-04
0.39388543367385864,0.8615607023239136,0.3127892017364502,0.8979118466377258,1e-04
0.4003433883190155,0.8595376014709473,0.30877333879470825,0.8979118466377258,1e-04
0.3800543546676636,0.8658959269523621,0.3123471736907959,0.9002320170402527,1e-04
